Timestamp,IMU A1,IMU A2,IMU A3,IMU G1,IMU G2,IMU G3,IMU M1,IMU M2,IMU M3
1541791150.0,0.32561142578124996,0.01915361328125087,2.1164742675781247,13.5,52.5,107.25,-60.5,-170.5,181.5
1541791151.0,0.612915625,-0.11971008300781172,2.1116858642578125,-9.5,43.75,7.75,-89.25,-165.75,188.75
1541791152.0,0.32561142578124996,-0.03830722656249996,2.1212626708984375,-3.75,11.25,-19.25,-82.5,-169.5,191.5
1541791153.0,-0.2154781494140625,-0.6081272216796876,1.6807295654296874,88.25,18.75,-59.0,-56.75,-165.75,193.75
1541791154.0,-0.45968671875,0.0,1.47482822265625,9.25,17.0,29.75,-56.0,-161.5,202.0
1541791155.0,-0.1771709228515625,-0.21547814941406251,1.3072341064453123,0.0,8.75,18.5,-58.0,-159.5,203.5
1541791156.0,-0.076614453125,0.08619125976562536,1.7190367919921874,5.75,48.25,24.25,-76.5,-172.0,193.0
1541791157.0,0.0526724365234375,-0.6224924316406248,1.177947216796875,32.0,32.75,-25.75,-67.5,-162.0,208.5
1541791158.0,-0.39743747558593745,-0.06703764648437449,1.5705962890624998,-33.5,33.5,-2.5,-61.75,-165.75,200.25
1541791159.0,-0.4261678955078125,-0.26815058593749974,1.8100164550781248,32.0,19.5,24.5,-71.75,-170.25,190.75
1541791160.0,-0.1005564697265625,-0.18195932617187438,1.47482822265625,-14.25,24.0,13.75,-74.5,-163.5,200.5
1541791161.0,-0.0526724365234375,-0.3112462158203133,1.9776105712890624,19.0,34.0,11.5,-75.5,-168.5,191.5
1541791162.0,0.37828386230468747,0.4022258789062505,1.197100830078125,-14.0,28.5,131.75,-115.25,-154.25,206.75
1541791163.0,0.9145850341796874,-0.507570751953125,1.47482822265625,53.0,121.5,-162.75,-121.75,-150.25,205.75
1541791164.0,-0.03064578125,-0.11492167968749989,1.915361328125,-53.6,148.2,70.2,-111.6,-165.2,184.4
1541791165.0,0.03064578125,-0.2719813085937499,1.13772462890625,49.8,163.8,51.4,-174.4,-152.4,174.0
1541791166.0,0.04213794921875,-0.25282769531249905,2.0915745703125,-15.6,214.6,-31.6,-192.8,-159.6,117.6
1541791167.0,-0.3600879296875,-0.23367408203124995,2.17968119140625,0.6,124.2,56.6,-218.4,-147.6,82.4
1541791168.0,0.11109095703124999,-0.0804451757812501,1.2564770312499998,37.4,162.4,31.6,-224.6,-143.8,55.8
1541791169.0,0.015322890625,-0.2949656445312492,1.82725470703125,-30.8,156.4,13.2,-221.4,-138.6,14.2
1541791170.0,-0.26431986328125,-0.1264138476562504,1.8732233789062498,10.2,89.0,-10.6,-195.4,-135.4,-30.6
1541791171.0,0.10726023437499999,-0.4367023828125003,1.94983783203125,-10.4,83.0,65.6,-187.2,-126.0,-50.4
1541791172.0,0.04979939453125,-0.13024457031250058,2.15669685546875,35.8,77.2,5.0,-187.8,-123.8,-48.6
1541791173.0,0.0229843359375,-0.27964275390625026,1.6778565234374998,7.2,40.4,-10.8,-170.8,-124.4,-58.0
1541791174.0,0.3064578125,0.11109095703124972,1.3560758203124998,33.0,13.8,-15.4,-167.0,-130.6,-61.8
1541791175.0,0.24516625,-0.6167463476562496,1.5897499023437498,-4.4,74.0,63.0,-170.2,-127.0,-59.0
1541791176.0,-0.27581203125,-0.0957680664062508,1.7238251953125,4.0,48.0,-14.0,-164.6,-129.8,-66.6
1541791177.0,0.0076614453125,-0.25282769531249905,1.976652890625,-6.4,37.4,16.0,-150.0,-126.8,-71.6
1541791178.0,0.18770541015625,-0.4711788867187501,2.7657817578125,-22.2,13.4,4.2,-157.6,-109.2,-94.0
1541791179.0,-0.12641384765625,-0.291134921874999,2.52444623046875,43.2,27.0,-21.8,-151.2,-114.4,-90.8
1541791180.0,0.04213794921875,-0.27964275390625026,2.0762516796875,24.0,26.0,32.2,-148.8,-129.6,-76.4
1541791181.0,-0.01149216796875,-0.10726023437499954,1.89620771484375,-32.2,23.0,-8.4,-146.6,-123.4,-79.0
1541791182.0,-0.10726023437499999,-0.50948611328125,2.8423962109375,-5.4,19.4,7.6,-147.6,-105.6,-102.0
1541791183.0,0.0383072265625,-0.44819455078124903,2.5129540624999995,49.2,11.4,1.8,-149.6,-114.8,-92.4
1541791184.0,0.10342951171875,0.0957680664062508,1.50164328125,34.2,1.4,-9.4,-155.4,-134.2,-64.6
1541791185.0,0.0383072265625,-0.6320692382812503,1.8531120849609375,-37.0,59.5,35.5,-148.25,-131.75,-72.75
1541791186.0,-0.31028853515625,-0.3102885351562499,2.2333113085937497,-7.6,30.6,-7.6,-153.8,-109.4,-93.4
1541791187.0,-0.137906015625,-0.19536685546875,1.9460071093749998,70.8,7.4,21.6,-145.8,-125.4,-77.0
1541791188.0,0.321780703125,-0.34476503906249967,1.2564770312499998,-12.0,23.2,14.6,-154.4,-135.2,-62.8
1541791189.0,-0.15705962890624997,-0.14556746093750128,1.9306842187499997,-8.6,4.2,-22.6,-150.4,-119.6,-80.4
1541791190.0,-0.34093431640625,-0.14556746093750128,2.31758720703125,5.6,28.2,4.4,-148.8,-120.8,-81.2
1541791191.0,0.21068974609375,-0.2873041992187506,2.1758504687499998,-10.0,23.8,12.6,-143.6,-123.6,-77.2
1541791192.0,0.0995987890625,-0.5592855078125005,2.6891673046875,-1.0,23.2,9.0,-151.2,-110.8,-94.4
1541791193.0,-0.367749375,-0.3907337109375,2.6125528515625,-8.0,45.4,-11.2,-138.2,-112.2,-95.0
1541791194.0,-0.32944214843749997,-0.50948611328125,2.8768727148437496,75.6,1.6,30.4,-145.2,-104.8,-98.4
1541791195.0,0.34859576171874995,-0.030645781249999615,1.4633360546875,30.0,-34.0,40.4,-163.0,-129.4,-65.0
1541791196.0,1.1875240234375,-0.24516625000000047,1.6625336328124998,-73.8,-0.4,14.8,-185.8,-117.8,-64.2
1541791197.0,0.7048529687499999,-0.452025273437501,2.1222203515625,52.8,12.2,-34.4,-182.6,-115.0,-75.8
1541791198.0,0.015322890625,-0.18387468750000124,1.76596314453125,17.2,32.8,-29.4,-168.0,-130.0,-63.2
1541791199.0,0.14939818359374998,-0.3869029882812498,2.0302830078125,-5.8,14.2,33.8,-164.4,-127.2,-70.4
1541791200.0,0.199197578125,-0.21835119140624926,1.5552733984375,55.6,21.6,8.2,-176.8,-129.6,-56.0
1541791201.0,0.22218191406249999,-0.291134921874999,2.1375432421875,-38.8,67.4,31.0,-173.4,-119.0,-68.2
1541791202.0,0.52480900390625,-0.452025273437501,2.29843359375,24.8,47.2,10.6,-162.2,-113.4,-82.2
1541791203.0,0.46734816406249996,-0.13407529296875076,2.00346794921875,-2.0,35.8,-3.6,-170.0,-118.8,-78.4
1541791204.0,0.52097828125,-0.452025273437501,2.2294805859375,13.6,27.4,29.4,-155.0,-121.0,-78.2
1541791205.0,0.321780703125,-0.3715800976562491,2.3214179296874997,-5.4,31.8,0.4,-148.8,-112.0,-92.8
1541791206.0,0.33327287109375,-0.29879636718750113,2.7657817578125,1.6,15.8,-6.0,-149.8,-107.0,-94.6
1541791207.0,0.8772354882812499,-0.3562572070312502,3.0262708984374997,-6.0,6.6,4.8,-152.0,-100.8,-104.8
1541791208.0,2.0456058984374996,-0.8925583789062497,1.9076998828124998,54.6,129.6,7.6,-138.6,-110.6,-93.8
1541791209.0,-0.199197578125,-0.4826710546875006,3.1833305273437498,-36.0,97.8,8.6,-107.2,-105.2,-108.0
1541791210.0,-0.16280571289062498,-0.22984335937499978,1.2306196533203124,114.75,79.25,36.5,-81.75,-131.25,-75.25
1541791211.0,0.033518823242187495,-0.3974374755859369,1.216254443359375,-6.75,-12.75,17.5,-80.5,-133.0,-79.0
1541791212.0,0.44532150878906246,0.0239420166015627,1.5275006591796874,-33.25,6.75,1.0,-101.25,-136.25,-73.25
1541791213.0,0.076614453125,-0.20111293945312525,1.695094775390625,-53.25,58.25,-9.0,-86.0,-121.0,-91.5
1541791214.0,-0.16759411621093748,-0.4453215087890623,2.288856787109375,28.75,-16.5,1.5,-86.0,-105.5,-107.5
1541791215.0,-0.7805097412109374,-0.12928688964843715,2.2936451904296873,35.25,72.5,-10.0,-82.5,-115.0,-97.0
1541791216.0,-0.19153613281249998,-0.08140285644531176,2.3367408203125,7.25,16.0,-41.75,-60.0,-119.0,-87.5
1541791217.0,-0.2825157958984375,-0.6224924316406248,2.4756045166015626,54.75,75.25,-35.5,-25.75,-123.25,-83.25
1541791218.0,2.01112939453125,-0.6464344482421875,2.231395947265625,-57.5,-47.75,-3.5,-27.0,-128.0,-70.0
1541791219.0,-1.01514150390625,-1.465251416015624,2.2074539306640624,-29.25,118.0,139.75,-62.25,-95.25,-118.75
1541791220.0,0.43574470214843747,2.6767174560546874,2.8107927490234372,49.25,21.5,56.5,-51.25,-129.75,-80.25
1541791221.0,-1.0869675537109373,-1.1396399902343752,2.04943662109375,130.5,41.75,11.25,-31.75,-135.75,-64.75
1541791222.0,-2.020706201171875,-0.6464344482421875,1.01514150390625,-139.25,-40.0,28.25,-28.25,-138.25,-53.75
1541791223.0,-1.2737152832031249,-0.8140285644531247,2.1308394775390624,-95.5,16.0,23.5,-40.25,-122.25,-76.25
1541791224.0,-0.6847416748046875,-0.15801730957031168,1.6136919189453125,149.0,176.75,-11.75,-16.0,-106.5,-85.0
1541791225.0,-1.0295067138671874,0.8523357910156246,1.7477672119140624,-20.75,16.75,40.0,-3.5,-123.0,-62.0
1541791226.0,-0.3766877278645833,-0.40861041666666686,2.521892415364583,-130.33333333333334,109.33333333333333,79.33333333333333,6.666666666666667,-100.0,-82.0
1541791227.0,-1.3359645263671873,-3.936067529296875,7.575254052734374,257.75,-103.5,-22.25,-17.25,-44.75,-131.25
1541791228.0,-2.7820623291015623,0.24899697265625065,0.7661445312499999,-124.5,-248.75,-121.5,-62.0,-138.5,-67.0
1541791229.0,-2.518700146484375,-0.6847416748046875,1.89620771484375,27.75,-75.75,-23.5,-111.0,-130.5,-83.5
1541791230.0,-1.4413093994140624,-0.9050082275390618,1.7621324218749999,11.25,29.25,10.75,-107.0,-134.5,-79.0
1541791231.0,-0.0526724365234375,0.14844050292968802,1.5753846923828123,0.0,-38.5,-6.25,-111.0,-126.0,-79.0
1541791232.0,-1.714248388671875,-0.39264907226562507,2.5043349365234375,-18.75,184.0,41.25,-106.0,-134.5,-74.5
1541791233.0,1.8626888916015625,-0.90021982421875,0.5793968017578125,24.5,1065.75,91.5,6.0,-140.0,0.0
1541791234.0,0.7948749511718749,0.05746083984375083,-0.13407529296874998,-34.75,470.0,-7.25,-70.75,-152.25,221.25
1541791235.0,-0.8762778076171874,-1.1923124267578125,1.3455413330078123,-47.75,0.5,-136.75,-109.75,-165.25,191.75
1541791236.0,-1.2928688964843749,0.9241618408203127,3.5673604736328124,25.25,32.5,53.25,-71.0,-168.0,189.0
1541791237.0,-3.23696064453125,0.7326257080078129,-0.023942016601562498,7.25,13.0,44.5,-90.5,-147.5,223.5
1541791238.0,-0.5267243652343749,-1.2641384765625006,2.221819140625,-0.25,86.0,-24.75,-74.25,-169.75,188.75
1541791239.0,-0.4740519287109375,-0.3543418457031251,1.5322890624999999,-8.5,43.5,0.25,-87.5,-167.5,189.0
1541791240.0,-0.565031591796875,0.03830722656249996,2.2744915771484373,-4.25,38.25,18.25,-85.25,-173.25,188.25
1541791241.0,-0.4261678955078125,-0.39264907226562507,2.04943662109375,9.75,66.75,34.75,-95.75,-173.25,186.25
1541791242.0,-0.5315127685546874,-0.3256114257812506,1.6041151123046875,66.25,-8.75,-12.0,-97.25,-169.75,195.75
1541791243.0,-0.8092401611328125,-0.579396801757813,2.4899697265625,8.0,43.5,11.75,-90.75,-173.75,176.75
1541791244.0,-0.8858546142578124,-0.18195932617187438,1.9201497314453124,-44.0,7.25,6.5,-95.25,-172.25,198.25
1541791245.0,-0.8762778076171874,-0.15322890624999985,1.1875240234375,59.75,16.25,16.5,-93.75,-154.25,211.75
1541791246.0,-1.0869675537109373,0.3112462158203133,2.2744915771484373,-31.75,70.0,25.5,-123.75,-167.75,167.75
1541791247.0,0.3591302490234375,-2.418143676757812,1.68551796875,-51.5,-10.0,-2.0,-79.75,-166.75,190.75
1541791248.0,-0.26336218261718747,-0.7709329345703129,3.1938650146484373,190.75,75.0,1.0,-129.5,-174.5,129.0
1541791249.0,0.033518823242187495,-0.469263525390625,1.9201497314453124,-122.25,-66.0,12.25,-92.0,-158.5,207.5
1541791250.0,-0.6847416748046875,-0.34476503906249967,1.3024457031249999,43.5,73.75,11.75,-109.0,-163.0,195.0
1541791251.0,-0.814028564453125,0.014365209960937264,1.8291700683593748,20.75,8.5,8.75,-106.25,-169.75,187.75
1541791252.0,-0.5506663818359374,-0.4979939453124995,2.5426421630859375,-33.25,-2.0,2.5,-100.25,-173.75,175.75
1541791253.0,-1.9632453613281249,1.6280571289062493,1.0678139404296874,35.5,72.0,141.5,-132.75,-160.75,194.75
1541791254.0,0.27293898925781246,-1.9009961181640627,0.9576806640625,121.5,24.5,-222.0,-103.5,-152.0,217.0
1541791255.0,-0.5458779785156249,0.8667010009765619,1.35990654296875,-36.25,-22.5,101.0,-96.25,-169.75,191.25
1541791256.0,-0.6416460449218749,-0.18195932617187438,2.020706201171875,-148.75,-84.25,29.25,-92.0,-163.0,193.5
1541791257.0,-0.2154781494140625,-0.7422025146484383,2.020706201171875,123.5,23.0,-75.25,-79.0,-166.5,181.0
1541791258.0,-0.737414111328125,-0.18674772949218799,2.8730419921875,7.0,16.75,54.5,-65.25,-172.25,181.25
1541791259.0,-0.316034619140625,-0.22505495605468795,1.407790576171875,26.25,3.25,23.5,-77.25,-167.25,192.25
1541791260.0,-0.2442085693359375,-0.3495534423828133,1.3455413330078123,81.5,31.25,-6.5,-85.5,-160.0,202.5
1541791261.0,-0.55545478515625,-0.32082302246093697,2.360682836914062,-176.25,9.75,18.5,-67.75,-169.75,181.25
1541791262.0,-0.8762778076171874,-0.24899697265625065,2.6719290527343746,87.0,65.0,4.75,-85.0,-177.5,165.0
1541791263.0,-0.49320554199218747,-0.5650315917968758,2.5234885498046875,12.0,30.25,8.5,-74.75,-174.75,171.25
1541791264.0,-0.5315127685546874,-0.3734954589843742,1.9488801513671874,2.5,0.75,8.25,-86.0,-168.5,189.5
1541791265.0,-0.5698199951171875,-0.2585737792968743,2.389413256835937,34.5,21.0,64.25,-83.25,-172.75,174.25
1541791266.0,-0.3016694091796875,-1.1348515869140616,1.5705962890624998,-29.5,43.5,-136.75,-91.5,-166.5,176.5
1541791267.0,-0.6943184814453125,0.20111293945312525,3.1220389648437497,-49.5,31.75,79.0,-70.5,-173.0,173.5
1541791268.0,-0.8555280598958332,-0.3703031901041669,2.7964275390625,95.33333333333333,15.666666666666666,27.0,-84.0,-186.0,164.0
1541791269.0,-0.3687070556640625,-0.15322890624999985,1.4891934326171874,14.5,22.75,5.75,-81.25,-163.75,200.25
1541791270.0,-0.6512228515624999,-0.4788403320312504,1.9393033447265624,66.75,6.5,17.25,-82.0,-174.5,183.0
1541791271.0,-0.6512228515624999,-0.26815058593749974,2.039859814453125,-86.0,31.25,-11.5,-83.25,-167.25,184.25
1541791272.0,-0.4644751220703125,-0.1628057128906253,2.5665841796874997,6.0,1.5,-4.25,-77.75,-169.75,180.75
1541791273.0,-0.7613561279296874,-0.4979939453124995,2.5713725830078125,32.75,20.0,23.0,-72.75,-173.75,166.25
1541791274.0,-0.8954314208984374,-0.17717092285156255,1.158793603515625,110.25,21.5,-2.5,-79.25,-162.25,199.25
1541791275.0,-0.49320554199218747,-0.12449848632812532,1.848323681640625,-71.75,-13.0,26.25,-63.5,-162.0,197.5
1541791276.0,-0.584185205078125,-0.43095629882812503,1.905784521484375,-24.0,-5.0,-26.75,-66.0,-164.5,189.0
1541791277.0,-1.235408056640625,-0.579396801757813,3.294421484375,-36.75,25.75,55.0,-60.0,-177.5,162.0
1541791278.0,0.12449848632812499,-0.9624690673828127,0.7805097412109374,79.25,36.0,-19.5,-82.25,-169.25,195.25
1541791279.0,-0.39743747558593745,-0.5123591552734368,2.6623522460937497,-68.25,-13.5,20.75,-78.25,-178.25,165.75
1541791280.0,0.201112939453125,-0.6751648681640621,3.5817256835937497,29.5,-11.75,16.0,-73.75,-184.75,149.25
1541791281.0,0.44532150878906246,-0.469263525390625,3.284844677734375,-35.0,4.75,7.75,-74.5,-178.5,154.0
1541791282.0,2.0733786376953125,-0.6416460449218757,3.77326181640625,113.75,1.0,18.5,-80.5,-186.5,140.0
1541791283.0,0.3112462158203125,-1.4365209960937495,1.216254443359375,-99.5,-183.75,7.5,-69.5,-178.5,165.0
1541791284.0,4.1563340820312495,-0.32082302246093697,0.9433154541015625,-81.25,-410.5,34.75,-53.0,-181.0,133.0
1541791285.0,2.6384102294921874,-1.4891934326171867,2.27927998046875,-144.75,-358.75,-96.0,-60.25,-155.25,-40.25
1541791286.0,3.1124621582031247,-0.579396801757813,1.7238251953125,-30.0,-100.75,-154.0,-75.25,-130.75,-78.25
1541791287.0,-0.316034619140625,-0.3495534423828133,1.85790048828125,26.0,-42.5,-27.25,-51.25,-134.75,-73.25
1541791288.0,-0.3591302490234375,-0.282515795898437,1.7621324218749999,72.0,33.75,-21.75,-46.0,-134.5,-72.5
1541791289.0,-0.2442085693359375,-0.10055646972656263,1.599326708984375,-54.25,6.0,-59.5,-26.5,-125.5,-76.5
1541791290.0,-0.21068974609375,-0.9481038574218754,2.370259643554687,16.0,33.5,55.25,-23.75,-114.25,-88.75
1541791291.0,-2.1212626708984375,-0.5841852050781249,2.1212626708984375,138.75,0.5,30.0,-51.0,-130.0,-79.0
1541791292.0,-0.5267243652343749,-0.8475473876953128,1.8052280517578123,-128.75,-18.25,57.25,-80.75,-138.25,-81.75
1541791293.0,-2.6671406494140624,-0.7038952880859366,4.074931225585937,-18.25,73.5,42.25,-99.0,-108.5,-102.5
1541791294.0,0.009576806640625,-0.3112462158203133,2.3319524169921872,62.0,112.0,15.0,-81.75,-117.25,-93.75
