Time,IMU A1,IMU A2,IMU A3,IMU G1,IMU G2,IMU G3,IMU M1,IMU M2,IMU M3
803.1384,1.7094599853515624,-1.407790576171875,-1.1013327636718748,-9.25,98.5,-73.25,181.0,342.5,118.0
804.028,1.149216796875,0.17717092285156255,2.1595698974609374,-124.25,43.25,59.5,207.0,358.0,151.0
804.9285,1.369483349609375,0.0,0.9097966308593749,55.0,12.25,20.25,212.75,335.25,112.75
805.9704,1.2564770312499998,0.15705962890625003,0.75465236328125,-67.0,56.8,8.2,218.2,342.2,119.8
807.0405,1.13006318359375,-0.01915361328125087,2.729389892578125,-31.25,61.75,3.75,216.25,363.25,160.25
808.00325,0.45968671875,0.10055646972656263,1.5610194824218748,120.75,46.5,90.0,223.75,355.25,160.75
809.0055,0.42904093749999994,-0.8734047656250006,1.4633360546875,20.0,33.0,-66.6,246.0,357.2,172.8
810.003,0.5267243652343749,-0.08140285644531176,2.01112939453125,-53.0,-21.0,59.75,209.25,359.75,161.25
810.9908,1.03046439453125,0.3600879296874986,1.19901619140625,-49.4,-13.0,20.0,231.8,345.8,133.8
811.95325,1.0917559570312498,0.7326257080078129,1.656787548828125,69.0,53.5,126.5,261.75,349.25,161.75
812.91575,0.39743747558593745,-1.0534487304687499,1.4030021728515625,-49.25,36.25,-132.5,190.75,349.25,133.25
814.019,0.168551796875,-0.29879636718750113,1.84257759765625,129.2,82.4,75.6,197.4,365.4,182.2
815.0035,0.737414111328125,-0.5027823486328131,2.1499930908203124,-175.5,22.25,5.0,230.0,353.5,158.5
815.91575,0.718260498046875,0.2873041992187506,1.6472107421875,-12.25,84.75,35.5,247.25,349.75,153.25
816.9008,0.321780703125,-0.5056553906249999,1.608903515625,110.8,13.8,22.2,238.6,355.4,160.6
818.0304,1.1836933007812498,1.038125839843751,2.42484744140625,-123.2,22.0,158.0,274.4,350.8,179.2
819.0848000000001,0.17238251953125,-1.0917559570312498,-0.9241618408203125,223.25,-4.5,-300.75,300.75,304.25,143.25
819.953,-0.16280571289062498,1.465251416015624,-1.599326708984375,95.5,-85.25,258.75,168.5,285.5,40.5
820.9804,0.6473921289062499,-0.6052541796875008,1.6395492968749998,-248.2,81.0,19.2,218.6,352.6,155.0
821.96575,0.967257470703125,0.7326257080078129,0.26815058593749996,62.25,11.5,74.5,238.25,337.25,114.75
823.0304,0.63206923828125,-0.14556746093750128,2.44017033203125,25.0,21.8,32.6,236.0,357.2,170.4
823.978,0.45010991210937495,0.22984335937499978,1.1635820068359375,-136.5,69.75,14.5,253.75,353.25,154.25
824.9298333333334,0.45968671875,-1.0955866796875,1.63571857421875,161.6,6.2,-60.4,240.4,346.0,164.4
826.0408,0.14173673828125,0.4328716601562501,1.425028828125,-92.6,5.0,35.4,217.2,350.0,132.0
827.0408,-0.168551796875,-0.02681505859374944,1.7774553124999999,-27.6,106.4,-34.8,204.6,365.0,163.8
827.9535,-2.29843359375,-1.3407529296875005,1.3934253662109375,-11.75,161.0,-38.5,196.0,368.5,176.5
828.9406,-2.56275345703125,0.44436382812500064,0.5899312890625,7.8,55.0,109.6,224.2,353.0,154.2
830.0521666666666,-1.44035171875,-0.5631162304687489,1.2373234179687498,-34.6,48.2,-51.4,218.0,370.0,194.8
831.041,-2.05326734375,1.2296619726562508,1.0955866796875,-36.2,14.0,80.6,250.2,359.0,181.4
832.0404,-3.4514811132812495,-2.2831107031249998,-0.5018246679687499,130.8,69.6,-171.0,180.8,357.6,156.8
833.00325,-1.6998831787109374,-0.033518823242188134,0.6703764648437499,-85.0,-31.0,197.25,187.5,353.5,136.0
833.853,-0.5889736083984375,0.7613561279296874,1.426944189453125,-43.0,-42.0,1.75,233.0,353.0,149.0
834.9183333333334,-3.1794998046874996,-0.29879636718750113,0.5707776757812499,1.2,100.6,-13.4,188.2,364.2,160.6
835.8906,-3.35188232421875,-0.9998186132812492,0.97683427734375,-37.4,27.2,-0.4,184.4,369.2,174.0
836.8904,-1.24498486328125,-0.04596867187500031,1.25264630859375,-43.6,-49.2,169.2,222.4,362.8,181.6
837.8904,-0.3447650390625,0.02681505859374944,1.70467158203125,26.4,69.4,-58.8,253.0,359.8,178.2
838.9406,-1.6050727929687498,-0.46351744140624973,0.89255837890625,26.2,62.2,-10.4,213.6,360.8,156.0
839.9408000000001,-1.1951854687499999,-0.11875240234375006,0.27964275390625,-0.2,-14.2,75.0,229.4,349.4,134.2
840.9131666666666,-0.34859576171874995,0.03830722656249996,0.39456443359375,-54.2,20.4,12.0,240.0,347.6,136.4
841.9408000000001,0.0383072265625,-0.04596867187500031,1.35990654296875,-53.2,-7.0,39.4,242.2,353.0,160.6
842.9406,0.30262708984375,-0.36008792968750036,3.0722395703125,-85.8,54.4,37.0,256.2,363.4,206.2
843.9406,-0.8121132031249999,-0.8197746484374999,3.32889798828125,7.6,130.8,-77.0,237.0,374.6,231.4
844.9406,-2.09540529296875,-0.23367408203124995,2.7351359765625,-21.6,-19.4,62.2,223.6,372.8,214.0
845.9931666666666,-1.78894748046875,-0.5401318945312497,1.88088482421875,54.2,93.6,35.2,239.0,365.8,220.2
846.9406,-0.39456443359375,-0.049799394531250485,0.20302830078124998,82.6,-108.0,30.4,250.2,349.0,155.0
847.9408000000001,-0.27964275390625,-0.6320692382812503,0.2834734765625,-5.2,-7.0,6.2,217.8,341.8,119.4
848.91575,-0.45010991210937495,0.6703764648437502,1.0390835205078124,-98.5,59.5,-49.0,213.0,343.5,115.5
849.8406,-0.93852705078125,-0.02681505859374944,0.42521021484374993,-10.6,55.6,99.2,217.4,359.4,148.2
850.8406,-0.54013189453125,-0.291134921874999,1.7391480859375,-62.0,60.2,-5.0,230.8,356.4,155.6
851.8235,-0.03447650390625,-0.2566584179687492,1.80810109375,16.2,34.4,76.8,258.8,359.2,189.6
852.8406,0.52480900390625,0.04213794921875014,0.97683427734375,21.8,31.6,-17.2,268.4,344.0,157.6
853.8408000000001,0.07278373046874999,0.13790601562500093,1.5131354492187499,-87.6,58.2,51.2,274.6,345.0,165.0
854.8406,0.47117888671875,0.6435614062500008,1.5476119531249999,-2.6,77.2,110.0,305.8,342.2,211.0
855.8904,0.4213794921875,-0.9346963281249998,0.7623138085937499,55.6,64.6,-109.4,317.0,331.8,204.2
856.9073333333333,0.38690298828124997,0.3869029882812516,0.93852705078125,32.6,-39.8,54.6,261.6,343.2,150.8
857.941,0.3600879296875,0.04596867187500031,0.17621324218749998,-7.0,33.2,44.6,290.8,334.8,146.8
858.9404000000001,0.8580818749999999,0.05363011718749888,-1.0726023437499999,62.6,4.4,32.4,293.6,320.0,123.6
859.9406,-0.11109095703124999,0.26431986328124957,-2.14137396484375,-26.2,-85.8,-45.8,262.2,307.0,79.8
860.9408000000001,-2.13371251953125,-0.8159439257812497,-0.33710359375,-101.4,3.8,-112.2,175.6,332.8,102.4
861.9845,-2.3367408203125,0.28347347656249866,-0.18004396484375,-3.8,34.6,95.6,182.2,346.6,116.6
862.9408000000001,-2.6585215234375,0.04213794921875014,-0.57843912109375,-15.4,26.8,18.2,197.0,345.8,118.6
863.9406,-3.0569166796875,-1.547611953125001,0.32561142578124996,-25.4,41.8,-96.0,153.4,352.2,129.0
864.9408000000001,-2.4095245507812497,0.23367408203125173,0.7661445312499999,-28.0,18.0,102.8,169.6,353.2,126.4
865.9408000000001,-2.2639570898437498,-0.17238251953125072,0.26815058593749996,0.8,24.4,-2.8,182.6,353.8,131.4
866.9848333333334,-2.9496564453125,-0.21452046874999908,0.6014234570312499,-19.6,59.8,-2.4,176.2,354.6,137.0
867.9408000000001,-3.2561142578125,-0.9308656054687496,-0.33710359375,13.8,56.4,3.8,159.4,353.0,129.4
868.9406,-3.18716125,-0.15705962890625003,-0.24899697265624998,-9.0,23.2,43.4,187.8,347.0,119.8
869.84025,-2.288856787109375,-0.9145850341796873,-0.0143652099609375,-45.25,72.0,33.0,195.0,353.5,134.0
870.7408,-1.271799921875,0.2911349218750008,0.7393294726562499,-49.4,45.6,84.0,228.6,355.0,145.4
871.7408,-0.6512228515624999,-0.16472107421875037,1.09941740234375,-49.2,111.6,25.4,256.6,363.0,194.2
872.729,-1.03812583984375,0.0804451757812501,1.3713987109374999,-1.4,58.2,-3.4,268.4,354.4,196.0
873.741,-2.52444623046875,0.3217807031249986,0.475009609375,-4.4,60.8,-24.4,249.4,364.6,202.6
874.7408,-3.1794998046874996,-1.5552733984374996,0.18004396484375,35.2,39.0,-69.8,205.2,372.0,189.6
875.741,-2.6546908007812497,-0.09193734375000062,0.27964275390625,6.0,22.6,110.8,218.8,362.8,169.6
876.7402,-2.6125528515625,-0.44819455078124903,0.04979939453125,-41.6,60.6,-37.2,235.4,363.0,174.6
877.7288333333333,-2.86921126953125,0.022984335937501044,0.46734816406249996,-23.6,34.2,18.6,228.2,366.6,191.0
878.7404,-3.233129921875,-0.6742071875000004,0.58610056640625,-48.8,60.2,-4.6,218.8,375.6,209.2
879.7406,-3.1909919726562497,-0.4060566015624989,0.6052541796875,7.6,64.6,46.2,229.8,378.2,222.6
880.7406,-2.7236438085937498,-0.7393294726562498,-0.34093431640625,36.0,-25.2,11.8,223.8,369.0,201.4
881.7408,-2.59339923828125,-0.3562572070312502,-0.076614453125,-23.2,-35.8,3.8,228.4,362.4,165.6
882.8076666666666,-2.1260510742187497,0.11875240234375006,0.7929595898437499,-42.8,50.4,98.8,244.0,361.6,189.2
883.7406,-1.7812860351562498,0.05746083984375083,1.0342951171875,-63.4,37.8,26.2,269.0,360.6,217.4
884.7402,-2.5321076757812495,-0.452025273437501,0.8121132031249999,31.0,85.8,-60.8,241.0,369.8,233.8
885.7408,-3.09139318359375,-0.9576806640624991,0.6282385156249999,45.4,-8.8,-26.8,217.0,367.8,191.0
886.7508,-1.80427037109375,-0.19153613281249982,-0.26815058593749996,-25.8,113.4,110.8,253.8,357.8,185.4
887.7905999999999,-0.37158009765624994,-0.03447650390624979,0.26431986328125,-68.4,37.8,145.4,304.4,342.4,217.6
888.7623333333333,2.1681890234375,-0.352426484375,1.71999447265625,-74.2,-21.2,112.2,370.4,298.8,240.4
889.793,3.9762901171875,-0.36774937499999893,0.8350975390625,39.6,-1.0,27.2,400.0,259.6,232.0
890.7285,4.3430818115234375,-0.33997663574218784,0.9002198242187499,-39.75,24.25,-174.75,357.25,308.75,207.75
891.7208,0.43287166015625,0.4175487695312494,1.2143390820312499,-111.4,52.6,81.4,324.4,330.0,244.8
892.7655,0.2346317626953125,-1.0534487304687499,0.74699091796875,141.25,0.5,-97.25,321.0,328.5,221.0
893.8505,0.6014234570312499,0.3562572070312502,0.81594392578125,-36.6,-207.8,74.2,294.2,327.0,156.6
894.8285,1.4030021728515625,0.3064578124999997,1.7908628417968748,-132.0,-234.0,65.5,237.25,353.75,150.25
895.72825,1.4413093994140624,0.0718260498046881,1.5322890624999999,-2.75,-99.0,-90.25,223.0,343.0,118.0
896.7908,0.7661445312499999,0.14939818359374968,-0.260489140625,68.4,-36.6,38.8,124.4,340.0,113.6
897.79075,0.9002198242187499,-0.15801730957031168,0.21068974609375,41.75,-14.25,36.25,120.0,342.0,107.5
898.8336666666667,0.29496564453125,-0.6627150195312499,0.89255837890625,7.0,19.8,0.0,118.8,358.4,156.8
899.76575,-1.7860744384765623,1.6950947753906256,-1.5322890624999999,-22.75,-278.25,-123.25,55.75,327.75,132.25
900.75325,3.0406361083984375,-1.6089035156250002,2.896984008789062,-157.5,-763.75,118.25,71.0,311.0,379.5
901.771,4.2061334765625,-0.21835119140624926,1.3024457031249999,-70.2,-180.0,-182.0,276.2,276.6,456.2
902.766,0.9528922607421875,0.713472094726562,0.5889736083984375,-26.0,32.5,-228.5,171.5,305.0,452.0
903.7608,1.4518438867187498,-1.915361328125,-0.5631162304687499,150.8,13.6,-10.8,115.6,321.6,408.4
904.6975,-11.6070896484375,0.90021982421875,-5.311935416666666,195.0,-668.0,-594.3333333333334,99.66666666666667,286.3333333333333,450.3333333333333
905.6155,4.0222587890625,-4.84586416015625,-1.8435352783203125,323.25,-1301.0,-851.0,138.0,329.5,307.5
906.7306,-3.309744375,-1.0534487304687499,-1.578257734375,60.6,-147.0,147.6,65.0,311.4,409.4
907.81575,0.0718260498046875,-0.0718260498046881,0.9720458740234375,-33.5,-29.0,-52.25,94.0,308.5,436.0
908.791,-1.22200052734375,-0.19536685546875,-0.2528276953125,-30.8,-122.4,10.0,114.0,316.8,434.8
909.6662,0.086191259765625,-0.0239420166015627,0.8188169677734375,121.25,-158.5,28.0,184.25,331.75,421.25
910.7306,0.842758984375,0.4635174414062515,0.96151138671875,-106.0,-705.2,-79.0,293.4,323.4,352.6
911.7905999999999,-0.08810662109374999,-1.0534487304687499,0.5746083984375,-170.8,-188.8,-80.2,267.0,357.0,205.8
912.778,1.8770541015625,-1.144428393554687,5.051765502929687,161.75,9.0,8.75,258.5,361.5,205.0
913.76575,1.3120225097656248,-0.19153613281249982,0.5889736083984375,-87.25,2.0,-37.5,243.25,327.75,105.25
914.6666,0.5363011718749999,0.5889736083984367,2.1068974609374997,54.0,-0.75,141.0,240.75,356.25,157.75
915.7308,0.1302445703125,-0.31411925781250005,2.1643583007812497,-57.6,62.2,-33.0,251.2,358.0,186.0
916.75325,0.38307226562499996,-0.93852705078125,3.0550013183593747,-5.25,40.75,37.0,239.75,374.25,220.25
917.7208,0.47117888671875,0.3869029882812516,0.40988732421874996,99.8,-6.8,67.8,282.6,331.4,136.6
918.67825,0.9145850341796874,-0.8331821777343755,-0.076614453125,-55.75,-39.75,-85.0,236.75,328.25,96.25
919.7471666666667,0.33710359375,-0.40988732421874907,2.7542895898437503,2.6,52.6,29.2,222.4,367.6,193.6
920.66525,0.7326257080078125,0.06224924316406266,1.7669208251953124,-96.0,100.5,25.0,255.5,355.5,168.0
921.691,0.34859576171874995,0.02681505859374944,1.4020444921875,130.4,28.2,28.6,261.2,346.4,159.6
922.65325,0.718260498046875,0.5602431884765622,-0.8475473876953125,28.75,65.75,108.0,279.0,311.0,100.0
923.631,0.92320416015625,0.2758120312500001,0.9002198242187499,-67.2,133.0,72.8,316.0,332.0,218.0
924.653,0.3112462158203125,-1.0055646972656245,0.488417138671875,-48.5,-69.25,-93.5,266.5,330.0,130.0
925.6263333333334,0.9423577734375,0.8848969335937511,1.2334926953125,28.4,15.2,56.6,283.0,333.4,140.6
926.7404,0.6818686328125,-0.19919757812500016,1.0726023437499999,94.4,13.6,28.0,284.2,344.2,172.2
927.70325,0.967257470703125,-0.08619125976562536,0.967257470703125,-164.5,17.25,14.25,286.5,331.5,157.0
928.6508,0.80828248046875,-0.09193734375000062,0.61674634765625,53.6,0.8,11.0,270.2,341.0,139.4
929.7406,0.76997525390625,0.7623138085937491,1.75064025390625,-12.2,-6.0,100.0,297.6,329.6,159.6
930.6836,1.005564697265625,-0.6081272216796876,0.2346317626953125,60.75,138.5,-8.5,298.0,344.5,196.5
931.6934,0.42904093749999994,-1.1645396874999996,1.271799921875,-78.8,83.6,-73.8,287.0,336.6,179.0
932.678,0.1580173095703125,0.6224924316406248,1.024718310546875,141.25,46.5,67.0,282.0,339.5,154.5
933.7206,0.93086560546875,0.14173673828124933,0.122583125,-1.0,117.2,54.0,309.6,336.4,189.2
934.653,0.9720458740234375,0.24420856933593704,-1.2928688964843749,9.75,92.5,59.25,340.0,307.0,163.5
935.6956666666666,0.63206923828125,-0.32944214843749897,-0.5439626171874999,101.4,89.8,-19.0,335.4,323.8,219.8
936.7104,0.873404765625,0.26815058593749974,-0.08810662109374999,-179.8,47.8,33.2,344.6,311.8,228.6
937.641,1.120486376953125,0.33518823242187423,0.26336218261718747,98.5,1.75,25.5,346.75,312.75,244.75
938.6308,0.7431601953124999,-0.7201758593750007,0.37158009765624994,53.6,9.2,-40.0,353.8,309.8,258.2
939.61575,0.7852981445312499,-0.11013327636718806,1.5801730957031248,-176.0,11.75,26.5,330.25,326.25,233.75
940.6876666666666,0.8580818749999999,0.3064578124999997,1.71233302734375,0.2,35.6,49.0,342.0,319.6,254.8
941.6785,0.47884033203125,-0.9959878906250008,1.6998831787109374,151.25,34.75,-6.25,347.0,318.5,280.5
942.6808000000001,0.7852981445312499,-0.20302830078125034,1.29861498046875,-32.4,10.8,0.2,330.8,325.2,259.6
943.62825,0.82360537109375,0.12449848632812532,0.6847416748046875,-66.75,45.0,16.75,338.75,321.25,233.25
944.591,0.5631162304687499,-0.5209782812500006,1.75830169921875,87.8,51.2,27.6,337.6,319.2,262.4
945.6808000000001,0.7393294726562499,-0.23367408203124995,1.80810109375,-1.2,33.8,2.8,338.4,321.6,285.2
946.6106,0.70868369140625,0.06703764648437449,1.39821376953125,-129.0,55.25,2.5,341.0,321.5,272.0
947.6006,0.8350975390625,0.7240065820312491,0.8580818749999999,-2.8,-8.6,70.2,351.4,311.0,276.6
948.60275,0.612915625,-1.613691918945312,0.7852981445312499,236.75,-1.5,-70.0,340.75,311.75,278.25
949.6605999999999,0.7967903125,0.6397306835937489,1.2641384765625,-120.8,21.4,88.4,333.8,319.8,228.6
950.59075,1.0582371337890624,0.19153613281249982,0.689530078125,-15.75,69.25,-51.75,352.5,312.0,229.5
951.5241666666666,0.33327287109375,-0.3256114257812506,1.5476119531249999,76.0,-14.2,39.2,333.0,318.2,271.0
952.56575,0.7996633544921875,-0.2873041992187506,1.24498486328125,-176.5,3.0,-8.5,327.5,328.5,230.5
953.5706,0.63206923828125,0.07278373046874975,1.36756798828125,105.4,-4.6,20.8,325.6,330.0,233.2
954.6605999999999,0.27581203125,0.030645781249999615,-1.38289087890625,116.0,23.4,-0.8,338.8,311.2,179.6
955.7035,0.49320554199218747,-0.0478840332031254,0.9050082275390624,-367.25,73.5,51.25,318.5,330.0,238.5
956.6855,0.9155427148437499,0.04213794921875014,2.50146189453125,127.8,35.8,39.0,344.0,313.6,294.8
957.6808000000001,0.7163451367187499,-1.4326902734374993,1.4173673828125,45.2,63.4,-41.2,344.2,315.4,296.6
958.62825,0.469263525390625,0.4932055419921877,1.9680337646484374,-107.5,-42.75,68.25,328.25,325.75,229.25
959.57775,0.59376201171875,-1.086967553710938,2.375048046875,83.0,60.5,-25.75,318.5,333.5,283.0
960.5606,0.015322890625,0.3677493750000007,1.8923769921874998,-57.4,75.8,10.6,328.4,331.6,273.2
961.653,-1.6424223388671875,-0.4932055419921877,2.8730419921875,-122.5,421.0,49.0,289.25,332.75,358.25
962.571,-0.4836287353515625,-0.24420856933593704,0.603338818359375,-27.75,207.0,289.5,283.0,302.0,410.5
963.528,7.129932543945312,0.07661445312499993,2.6815058593749996,64.25,243.0,82.0,318.25,244.75,460.25
964.46575,2.4756045166015626,-0.6943184814453129,-0.1005564697265625,2.5,82.0,-199.0,188.75,314.25,435.75
965.5506,0.260489140625,-0.27964275390625026,0.18770541015625,91.8,45.4,-2.4,141.4,310.6,441.0
966.60325,-0.023942016601562498,-0.5889736083984367,-1.7381904052734374,144.25,-143.75,162.75,193.25,349.25,352.25
967.6274000000001,-1.8100164550781248,-0.33518823242187423,-2.308010400390625,-75.0,-278.0,-34.25,275.5,349.5,311.5
968.631,-1.0879252343749999,-0.28347347656250044,1.7353173632812497,-91.4,-391.2,116.4,293.2,340.8,284.4
969.628,3.1172505615234374,0.21547814941406251,1.5227122558593749,-72.75,-196.0,78.5,356.0,293.0,170.0
970.50325,2.6815058593749996,-0.6464344482421875,0.5746083984375,71.0,57.25,-146.75,306.0,328.0,156.0
971.5608000000001,0.49799394531249996,-0.3371035937500011,2.39420166015625,-119.6,65.2,37.8,296.8,344.0,197.6
972.5975999999999,0.0,-0.8667010009765619,2.020706201171875,-68.0,84.75,-21.25,290.25,351.75,224.75
973.5006,0.07278373046874999,0.21452046875000086,1.731486640625,173.0,-19.0,61.8,292.6,338.2,189.0
974.6308,0.9959878906249999,0.5363011718749995,2.3405715429687497,-164.6,34.8,126.4,325.4,326.6,239.4
975.57825,0.6560112548828124,-1.9488801513671872,0.086191259765625,252.25,4.75,-181.0,324.25,317.75,182.75
976.5908000000001,0.3064578125,0.7469909179687502,1.6012420703124999,-79.0,-115.0,69.8,252.0,343.2,136.0
977.54025,0.1292868896484375,0.0718260498046881,1.8004396484374998,14.5,-27.5,17.0,259.0,346.0,150.5
978.4212,-1.2210428466796874,-0.2346317626953116,0.39743747558593745,0.5,-46.0,-124.75,211.25,358.75,140.25
979.4808,-3.079901015625,-1.3560758203124994,2.20649625,-28.0,-232.8,6.0,100.6,359.4,158.6
980.4906,1.19135474609375,-0.3907337109375,1.8502390429687499,40.0,-317.0,119.4,93.0,367.4,185.8
981.4906,3.49744978515625,-0.6282385156250001,2.70832091796875,-84.2,50.8,70.0,127.6,375.2,232.8
982.501,2.5895685156249995,0.20685902343749873,2.92284138671875,125.8,181.0,41.6,162.8,371.2,188.4
983.6296666666666,1.2641384765625,-1.5437812304687508,1.7276559179687498,-39.4,147.6,-156.2,144.6,371.8,181.8
984.491,-0.22026655273437498,-0.1388636962890626,0.9241618408203125,98.0,130.25,-102.25,84.0,341.0,130.0
985.4806,-2.1528661328125,-0.14173673828124933,0.4213794921875,-5.8,59.6,58.0,84.6,339.8,125.8
986.5206,-1.2373234179687498,-0.2949656445312492,1.103248125,-64.8,21.8,86.0,109.8,340.2,112.2
987.5404,0.9538499414062499,0.011492167968750522,1.5093047265625,-14.4,75.2,149.8,188.8,358.8,146.0
988.5404,2.61638357421875,0.04213794921875014,1.61273423828125,-2.4,43.2,87.6,249.0,348.2,131.4
989.5015,2.69682875,-0.8159439257812497,1.6242264062499998,-18.8,45.4,10.8,275.2,337.6,150.0
990.5404,2.0456058984374996,-0.8274360937500003,0.5516240625,115.6,34.8,-112.0,229.2,344.8,121.2
991.47825,1.5035586425781249,0.2633621826171879,-1.350329736328125,22.25,16.0,37.0,204.25,300.25,49.25
992.441,1.0917559570312498,-0.03830722656249996,0.33327287109375,-142.0,33.6,49.4,210.8,345.6,111.2
993.4408000000001,2.4478317773437497,0.7163451367187488,0.33327287109375,57.8,-39.2,179.6,267.2,320.4,103.6
994.4241999999999,2.925714428710937,-1.7334020019531255,0.316034619140625,-113.5,40.25,-222.5,234.25,332.75,110.75
995.3906,1.7353173632812497,-0.2566584179687492,0.80828248046875,-42.8,44.8,11.6,169.0,361.0,143.4
996.3906,2.2026655273437497,-0.07278373046874975,1.670195078125,-80.0,-159.6,76.0,186.6,364.6,157.4
997.4008,3.64684796875,-0.6742071875000004,1.425028828125,-118.6,-341.8,-4.4,152.2,375.8,199.4
998.4408000000001,4.5968671875,-1.25264630859375,0.9270348828124999,-194.6,-387.8,-2.8,140.0,368.4,322.8
999.4871999999999,8.0828248046875,-1.4365209960937495,1.1875240234375,-259.75,-360.5,-19.0,258.75,297.25,428.75
1000.4406,4.1601648046875,-1.0419565624999994,0.5899312890625,-87.4,-3.2,-260.8,235.8,303.8,435.8
1001.49075,0.6416460449218749,-0.18195932617187438,-0.22026655273437498,55.25,-6.25,-39.0,168.0,318.5,425.5
1002.4535,-1.2497732666015624,-1.6855179687500002,0.2346317626953125,60.0,-56.0,51.75,174.5,326.5,411.5
1003.4708,-0.21835119140625,-0.5746083984374994,1.22200052734375,-75.8,85.4,4.2,200.2,312.6,416.6
1004.5776,-2.6240450195312497,2.9783868652343752,0.16759411621093748,-169.0,184.0,67.0,127.5,299.0,440.0
1005.5155,1.9009961181640624,4.405331054687499,0.6081272216796875,-187.0,217.25,356.75,26.0,210.0,424.0
1006.516,0.1388636962890625,1.010353100585938,0.3687070556640625,37.5,-171.25,93.75,52.25,335.75,327.75
1007.51575,-0.9816226806640624,-0.20590134277343708,2.2553379638671873,-129.75,-90.5,-145.0,68.5,323.5,374.0
1008.5155,0.82360537109375,3.265691064453124,-0.17238251953125,99.75,220.0,251.0,26.25,278.25,395.25
