Time,Temperature 1,Calibrated Temperature 1,Temperature 1 Stable,Temperature 2,Calibrated Temperature 2,Temperature 2 Stable
769382.0,391.0,24.438000000000002,0.0,5904.0,23.188000000000002,0.0
775401.0,390.0,24.375,0.0,5919.0,23.247,0.0
781421.0,390.0,24.375,0.0,5957.0,23.397,0.0
787441.0,391.0,24.438000000000002,0.0,5977.0,23.475,0.0
793462.0,391.0,24.438000000000002,0.0,5981.0,23.491,0.0
799482.0,392.0,24.5,0.0,5983.0,23.499000000000002,0.0
805502.0,392.0,24.5,0.0,5980.0,23.487,0.0
811521.0,392.0,24.5,0.0,5969.0,23.444000000000003,0.0
817542.0,392.0,24.5,0.0,5943.0,23.342,0.0
823562.0,391.0,24.438000000000002,0.0,5930.0,23.29,0.0
829582.0,391.0,24.438000000000002,0.0,5923.0,23.263,0.0
835601.0,390.0,24.375,0.0,5914.0,23.228,0.0
841621.0,390.0,24.375,0.0,5920.0,23.250999999999998,0.0
847640.0,389.0,24.311999999999998,0.0,5917.0,23.239,0.0
853661.0,390.0,24.375,0.0,5920.0,23.250999999999998,0.0
859681.0,389.0,24.311999999999998,0.0,5917.0,23.239,0.0
865702.0,389.0,24.311999999999998,0.0,5920.0,23.250999999999998,0.0
871723.0,389.0,24.311999999999998,0.0,5917.0,23.239,1.0
877752.0,389.0,24.311999999999998,0.0,5921.0,23.255,1.0
883772.0,389.0,24.311999999999998,0.0,5917.0,23.239,1.0
889793.0,389.0,24.311999999999998,0.0,5916.0,23.235,1.0
895814.0,389.0,24.311999999999998,0.0,5914.0,23.228,0.0
901835.0,389.0,24.311999999999998,0.0,5905.0,23.191999999999997,0.0
907855.0,389.0,24.311999999999998,0.0,5920.0,23.250999999999998,0.0
913875.0,389.0,24.311999999999998,0.0,5923.0,23.263,0.0
919903.0,389.0,24.311999999999998,0.0,5916.0,23.235,0.0
925923.0,389.0,24.311999999999998,0.0,5908.0,23.204,0.0
931942.0,389.0,24.311999999999998,1.0,5910.0,23.212,1.0
937962.0,388.0,24.25,1.0,5906.0,23.195999999999998,1.0
943981.0,388.0,24.25,1.0,5909.0,23.208000000000002,1.0
950002.0,388.0,24.25,1.0,5912.0,23.22,1.0
956022.0,388.0,24.25,1.0,5908.0,23.204,1.0
962042.0,388.0,24.25,0.0,5905.0,23.191999999999997,0.0
968062.0,388.0,24.25,0.0,5918.0,23.243000000000002,0.0
974081.0,388.0,24.25,0.0,5939.0,23.326,0.0
980102.0,389.0,24.311999999999998,0.0,5926.0,23.275,0.0
986122.0,389.0,24.311999999999998,0.0,5929.0,23.287,0.0
992142.0,389.0,24.311999999999998,0.0,5925.0,23.271,0.0
998161.0,388.0,24.25,1.0,5925.0,23.271,0.0
1004181.0,388.0,24.25,0.0,5935.0,23.31,0.0
1010202.0,389.0,24.311999999999998,0.0,5974.0,23.463,0.0
1016221.0,390.0,24.375,0.0,5993.0,23.538,0.0
1022242.0,392.0,24.5,0.0,6017.0,23.631999999999998,0.0
1028262.0,393.0,24.561999999999998,0.0,5998.0,23.558000000000003,0.0
1034282.0,393.0,24.561999999999998,0.0,6002.0,23.573,0.0
1040302.0,393.0,24.561999999999998,0.0,5991.0,23.53,0.0
1046322.0,393.0,24.561999999999998,0.0,5982.0,23.495,0.0
1052342.0,393.0,24.561999999999998,0.0,5983.0,23.499000000000002,0.0
1058362.0,393.0,24.561999999999998,0.0,5980.0,23.487,0.0
1064381.0,393.0,24.561999999999998,0.0,5975.0,23.467,0.0
1070411.0,392.0,24.5,0.0,5969.0,23.444000000000003,0.0
1076431.0,392.0,24.5,0.0,5968.0,23.44,0.0
1082451.0,392.0,24.5,0.0,5967.0,23.436,0.0
1088471.0,392.0,24.5,0.0,5950.0,23.369,0.0
1094491.0,392.0,24.5,0.0,5930.0,23.29,0.0
1100512.0,390.0,24.375,0.0,5919.0,23.247,0.0
1106532.0,390.0,24.375,0.0,5908.0,23.204,0.0
1112559.0,389.0,24.311999999999998,0.0,5916.0,23.235,0.0
1118579.0,389.0,24.311999999999998,0.0,5912.0,23.22,0.0
1124602.0,389.0,24.311999999999998,1.0,5914.0,23.228,0.0
1130621.0,389.0,24.311999999999998,1.0,5914.0,23.228,0.0
1136641.0,388.0,24.25,1.0,5910.0,23.212,0.0
1142662.0,389.0,24.311999999999998,1.0,5919.0,23.247,0.0
1148682.0,388.0,24.25,1.0,5908.0,23.204,1.0
1154702.0,388.0,24.25,1.0,5916.0,23.235,1.0
1160722.0,388.0,24.25,1.0,5912.0,23.22,1.0
1166743.0,388.0,24.25,1.0,5917.0,23.239,1.0
1172762.0,388.0,24.25,0.0,5913.0,23.224,0.0
1178782.0,388.0,24.25,0.0,5949.0,23.365,0.0
