Time,Temperature 1,Calibrated Temperature 1,Temperature 1 Stable,Temperature 2,Calibrated Temperature 2,Temperature 2 Stable
1470724032.0,282.0,17.394000000000002,0.0,4438.0,17.433,0.0
1470730052.0,282.0,17.394000000000002,1.0,4420.0,17.362000000000002,1.0
1470736072.0,281.0,17.33,1.0,4414.0,17.339000000000002,1.0
1470742092.0,282.0,17.394000000000002,0.0,4418.0,17.354,0.0
1470748113.0,282.0,17.394000000000002,0.0,4424.0,17.378,0.0
1470754133.0,281.0,17.33,0.0,4414.0,17.339000000000002,0.0
1470760154.0,282.0,17.394000000000002,0.0,4412.0,17.331,0.0
1470766174.0,282.0,17.394000000000002,0.0,4408.0,17.315,0.0
1470772193.0,281.0,17.33,0.0,4403.0,17.296,0.0
1470778214.0,281.0,17.33,0.0,4407.0,17.311,0.0
1470784235.0,281.0,17.33,1.0,4420.0,17.362000000000002,1.0
1470790255.0,281.0,17.33,1.0,4423.0,17.374000000000002,1.0
1470796275.0,281.0,17.33,1.0,4411.0,17.327,1.0
1470802295.0,280.0,17.267,1.0,4406.0,17.307000000000002,1.0
1470808314.0,280.0,17.267,1.0,4403.0,17.296,1.0
1470814333.0,280.0,17.267,1.0,4394.0,17.26,1.0
1470820353.0,280.0,17.267,1.0,4388.0,17.237000000000002,1.0
1470826374.0,279.0,17.204,0.0,4385.0,17.225,0.0
1470832394.0,279.0,17.204,0.0,4405.0,17.303,0.0
1470838414.0,279.0,17.204,0.0,4406.0,17.307000000000002,0.0
1470844434.0,279.0,17.204,1.0,4405.0,17.303,1.0
1470850454.0,279.0,17.204,1.0,4405.0,17.303,1.0
1470856475.0,279.0,17.204,1.0,4416.0,17.347,1.0
1470862495.0,280.0,17.267,0.0,4422.0,17.37,0.0
1470868514.0,280.0,17.267,0.0,4420.0,17.362000000000002,0.0
1470874535.0,280.0,17.267,0.0,4411.0,17.327,0.0
1470880556.0,280.0,17.267,0.0,4408.0,17.315,0.0
1470886577.0,280.0,17.267,1.0,4396.0,17.268,1.0
1470892598.0,279.0,17.204,1.0,4396.0,17.268,1.0
1470898617.0,279.0,17.204,1.0,4403.0,17.296,1.0
1470904638.0,280.0,17.267,1.0,4402.0,17.292,1.0
1470910658.0,280.0,17.267,0.0,4405.0,17.303,0.0
1470916678.0,279.0,17.204,0.0,4398.0,17.276,0.0
1470922698.0,279.0,17.204,1.0,4402.0,17.292,1.0
1470928717.0,279.0,17.204,1.0,4410.0,17.323,1.0
1470934737.0,280.0,17.267,1.0,4411.0,17.327,1.0
1470940757.0,280.0,17.267,1.0,4404.0,17.3,1.0
1470946777.0,280.0,17.267,1.0,4396.0,17.268,1.0
1470952797.0,281.0,17.33,1.0,4405.0,17.303,1.0
1470958816.0,281.0,17.33,1.0,4404.0,17.3,1.0
1470964835.0,281.0,17.33,1.0,4383.0,17.217,1.0
1470970856.0,281.0,17.33,1.0,4384.0,17.221,1.0
1470976878.0,281.0,17.33,0.0,4386.0,17.229,0.0
1470982898.0,281.0,17.33,0.0,4387.0,17.233,0.0
1470988918.0,280.0,17.267,0.0,4391.0,17.249000000000002,0.0
1470994938.0,281.0,17.33,1.0,4407.0,17.311,1.0
1471000959.0,281.0,17.33,1.0,4407.0,17.311,1.0
1471006979.0,281.0,17.33,1.0,4407.0,17.311,1.0
1471012999.0,281.0,17.33,0.0,4415.0,17.343,0.0
1471019018.0,281.0,17.33,0.0,4413.0,17.335,0.0
1471025037.0,281.0,17.33,0.0,4420.0,17.362000000000002,0.0
1471031057.0,282.0,17.394000000000002,0.0,4425.0,17.382,0.0
1471037077.0,282.0,17.394000000000002,0.0,4410.0,17.323,0.0
1471043098.0,282.0,17.394000000000002,0.0,4414.0,17.339000000000002,0.0
1471049118.0,281.0,17.33,1.0,4412.0,17.331,1.0
1471055138.0,282.0,17.394000000000002,1.0,4419.0,17.358,1.0
1471061158.0,282.0,17.394000000000002,1.0,4419.0,17.358,1.0
1471067178.0,282.0,17.394000000000002,1.0,4417.0,17.35,1.0
1471073199.0,281.0,17.33,1.0,4403.0,17.296,1.0
1471079219.0,281.0,17.33,1.0,4394.0,17.26,1.0
1471085239.0,281.0,17.33,1.0,4404.0,17.3,1.0
1471091258.0,281.0,17.33,1.0,4401.0,17.288,1.0
1471097279.0,281.0,17.33,1.0,4408.0,17.315,1.0
1471103301.0,281.0,17.33,1.0,4406.0,17.307000000000002,1.0
1471109321.0,281.0,17.33,1.0,4411.0,17.327,1.0
1471115340.0,280.0,17.267,1.0,4420.0,17.362000000000002,1.0
1471121359.0,280.0,17.267,1.0,4410.0,17.323,1.0
1471127378.0,281.0,17.33,1.0,4405.0,17.303,1.0
1471133399.0,280.0,17.267,1.0,4403.0,17.296,1.0
1471139419.0,281.0,17.33,1.0,4403.0,17.296,1.0
1471145439.0,281.0,17.33,1.0,4401.0,17.288,1.0
1471151459.0,280.0,17.267,1.0,4406.0,17.307000000000002,1.0
1471157478.0,280.0,17.267,1.0,4405.0,17.303,1.0
1471163498.0,280.0,17.267,1.0,4415.0,17.343,1.0
1471169519.0,280.0,17.267,1.0,4419.0,17.358,1.0
1471175539.0,281.0,17.33,1.0,4416.0,17.347,1.0
1471181558.0,281.0,17.33,1.0,4415.0,17.343,1.0
1471187579.0,280.0,17.267,1.0,4405.0,17.303,1.0
1471193598.0,281.0,17.33,1.0,4405.0,17.303,1.0
1471199620.0,280.0,17.267,1.0,4410.0,17.323,1.0
1471205640.0,280.0,17.267,1.0,4404.0,17.3,1.0
1471211659.0,280.0,17.267,1.0,4407.0,17.311,1.0
1471217678.0,281.0,17.33,1.0,4398.0,17.276,1.0
1471223699.0,281.0,17.33,0.0,4396.0,17.268,0.0
1471229719.0,280.0,17.267,0.0,4389.0,17.241,0.0
1471235739.0,280.0,17.267,0.0,4387.0,17.233,0.0
1471241760.0,280.0,17.267,1.0,4396.0,17.268,1.0
1471247779.0,280.0,17.267,0.0,4391.0,17.249000000000002,0.0
1471253799.0,280.0,17.267,1.0,4399.0,17.28,1.0
1471259819.0,280.0,17.267,1.0,4408.0,17.315,1.0
1471265840.0,280.0,17.267,1.0,4419.0,17.358,1.0
1471271862.0,281.0,17.33,0.0,4414.0,17.339000000000002,0.0
1471277881.0,280.0,17.267,0.0,4406.0,17.307000000000002,0.0
1471283902.0,280.0,17.267,0.0,4411.0,17.327,0.0
1471289922.0,280.0,17.267,0.0,4410.0,17.323,0.0
1471295942.0,280.0,17.267,1.0,4412.0,17.331,1.0
1471301962.0,280.0,17.267,1.0,4421.0,17.366,1.0
1471307981.0,280.0,17.267,1.0,4419.0,17.358,1.0
1471314000.0,280.0,17.267,1.0,4425.0,17.382,1.0
1471320021.0,280.0,17.267,1.0,4426.0,17.386,1.0
1471326041.0,281.0,17.33,0.0,4427.0,17.39,0.0
1471332061.0,281.0,17.33,0.0,4421.0,17.366,0.0
1471338080.0,281.0,17.33,1.0,4421.0,17.366,1.0
1471344100.0,281.0,17.33,1.0,4424.0,17.378,1.0
1471350119.0,281.0,17.33,1.0,4424.0,17.378,1.0
1471356139.0,280.0,17.267,1.0,4423.0,17.374000000000002,1.0
1471362159.0,281.0,17.33,1.0,4419.0,17.358,1.0
1471368180.0,281.0,17.33,1.0,4416.0,17.347,1.0
1471374200.0,281.0,17.33,1.0,4413.0,17.335,1.0
1471380220.0,281.0,17.33,1.0,4415.0,17.343,1.0
1471386240.0,281.0,17.33,1.0,4414.0,17.339000000000002,1.0
1471392260.0,281.0,17.33,1.0,4415.0,17.343,1.0
1471398281.0,281.0,17.33,1.0,4419.0,17.358,1.0
1471404300.0,281.0,17.33,1.0,4421.0,17.366,1.0
1471410319.0,281.0,17.33,1.0,4417.0,17.35,1.0
1471416339.0,281.0,17.33,1.0,4416.0,17.347,1.0
1471422360.0,281.0,17.33,1.0,4412.0,17.331,1.0
1471428380.0,281.0,17.33,1.0,4409.0,17.319000000000003,1.0
1471434400.0,281.0,17.33,1.0,4403.0,17.296,1.0
1471440420.0,280.0,17.267,1.0,4407.0,17.311,1.0
1471446442.0,280.0,17.267,1.0,4413.0,17.335,1.0
1471452462.0,280.0,17.267,1.0,4407.0,17.311,1.0
1471458482.0,280.0,17.267,1.0,4408.0,17.315,1.0
1471464502.0,281.0,17.33,1.0,4413.0,17.335,1.0
1471470521.0,280.0,17.267,1.0,4416.0,17.347,1.0
1471476540.0,281.0,17.33,1.0,4422.0,17.37,1.0
1471482560.0,281.0,17.33,1.0,4421.0,17.366,1.0
1471488581.0,281.0,17.33,0.0,4427.0,17.39,0.0
1471494601.0,281.0,17.33,1.0,4421.0,17.366,1.0
1471500622.0,281.0,17.33,1.0,4422.0,17.37,1.0
1471506643.0,281.0,17.33,1.0,4415.0,17.343,1.0
1471512662.0,282.0,17.394000000000002,1.0,4423.0,17.374000000000002,1.0
1471518683.0,282.0,17.394000000000002,1.0,4417.0,17.35,1.0
1471524703.0,282.0,17.394000000000002,1.0,4413.0,17.335,1.0
1471530722.0,282.0,17.394000000000002,1.0,4411.0,17.327,1.0
1471536742.0,282.0,17.394000000000002,1.0,4421.0,17.366,1.0
1471542763.0,282.0,17.394000000000002,1.0,4426.0,17.386,1.0
1471548784.0,282.0,17.394000000000002,1.0,4423.0,17.374000000000002,1.0
1471554804.0,282.0,17.394000000000002,1.0,4427.0,17.39,1.0
1471560824.0,282.0,17.394000000000002,1.0,4414.0,17.339000000000002,1.0
1471566843.0,282.0,17.394000000000002,1.0,4422.0,17.37,1.0
1471572863.0,282.0,17.394000000000002,1.0,4415.0,17.343,1.0
1471578882.0,281.0,17.33,1.0,4404.0,17.3,1.0
1471584902.0,281.0,17.33,1.0,4394.0,17.26,1.0
1471590922.0,281.0,17.33,0.0,4407.0,17.311,0.0
1471596941.0,281.0,17.33,0.0,4407.0,17.311,0.0
1471602962.0,281.0,17.33,0.0,4407.0,17.311,0.0
1471608982.0,281.0,17.33,0.0,4410.0,17.323,0.0
1471615003.0,281.0,17.33,1.0,4412.0,17.331,1.0
1471621023.0,281.0,17.33,1.0,4409.0,17.319000000000003,1.0
1471627043.0,282.0,17.394000000000002,1.0,4408.0,17.315,1.0
1471633063.0,281.0,17.33,0.0,4407.0,17.311,0.0
1471639083.0,281.0,17.33,0.0,4401.0,17.288,0.0
1471645103.0,281.0,17.33,0.0,4378.0,17.198,0.0
1471651123.0,281.0,17.33,0.0,4332.0,17.018,0.0
1471657142.0,280.0,17.267,0.0,4281.0,16.817999999999998,0.0
1471663162.0,280.0,17.267,0.0,4250.0,16.697,0.0
1471669183.0,279.0,17.204,0.0,4232.0,16.625999999999998,0.0
1471675202.0,279.0,17.204,0.0,4209.0,16.535999999999998,0.0
1471681222.0,279.0,17.204,0.0,4203.0,16.512999999999998,0.0
1471687242.0,279.0,17.204,0.0,4185.0,16.442,0.0
1471693262.0,279.0,17.204,0.0,4185.0,16.442,0.0
1471699282.0,279.0,17.204,0.0,4185.0,16.442,0.0
1471705303.0,279.0,17.204,0.0,4193.0,16.473,0.0
1471711323.0,279.0,17.204,0.0,4208.0,16.532,0.0
1471717344.0,280.0,17.267,0.0,4216.0,16.564,0.0
1471723365.0,280.0,17.267,0.0,4225.0,16.599,0.0
1471729386.0,280.0,17.267,0.0,4210.0,16.54,0.0
1471735406.0,280.0,17.267,0.0,4198.0,16.493,0.0
1471741427.0,279.0,17.204,0.0,4184.0,16.438,0.0
1471747447.0,279.0,17.204,0.0,4174.0,16.399,0.0
1471753467.0,279.0,17.204,0.0,4162.0,16.352,0.0
1471759487.0,279.0,17.204,0.0,4159.0,16.34,0.0
1471765508.0,279.0,17.204,0.0,4159.0,16.34,0.0
1471771528.0,280.0,17.267,0.0,4173.0,16.395,0.0
1471777547.0,280.0,17.267,0.0,4192.0,16.47,0.0
1471783568.0,281.0,17.33,0.0,4203.0,16.512999999999998,0.0
1471789588.0,281.0,17.33,0.0,4209.0,16.535999999999998,0.0
1471795608.0,281.0,17.33,0.0,4203.0,16.512999999999998,0.0
1471801628.0,281.0,17.33,0.0,4208.0,16.532,0.0
1471807648.0,281.0,17.33,0.0,4189.0,16.458,0.0
1471813667.0,281.0,17.33,0.0,4199.0,16.497,0.0
1471819688.0,281.0,17.33,0.0,4187.0,16.45,0.0
1471825707.0,281.0,17.33,0.0,4200.0,16.500999999999998,0.0
1471831728.0,282.0,17.394000000000002,0.0,4206.0,16.524,0.0
1471837748.0,282.0,17.394000000000002,0.0,4209.0,16.535999999999998,0.0
1471843768.0,282.0,17.394000000000002,0.0,4208.0,16.532,0.0
1471849789.0,282.0,17.394000000000002,0.0,4206.0,16.524,0.0
1471855808.0,282.0,17.394000000000002,0.0,4202.0,16.509,0.0
1471861828.0,282.0,17.394000000000002,0.0,4207.0,16.528,0.0
1471867849.0,282.0,17.394000000000002,0.0,4197.0,16.489,0.0
1471873868.0,282.0,17.394000000000002,0.0,4198.0,16.493,0.0
1471879889.0,282.0,17.394000000000002,0.0,4202.0,16.509,0.0
1471885909.0,282.0,17.394000000000002,0.0,4202.0,16.509,0.0
1471891929.0,283.0,17.457,0.0,4212.0,16.548,0.0
1471897949.0,283.0,17.457,0.0,4222.0,16.587,0.0
1471903968.0,284.0,17.521,0.0,4225.0,16.599,0.0
1471909987.0,284.0,17.521,0.0,4240.0,16.658,0.0
1471916007.0,285.0,17.584,0.0,4261.0,16.74,0.0
1471922028.0,285.0,17.584,0.0,4280.0,16.814,0.0
1471928048.0,286.0,17.647000000000002,0.0,4293.0,16.865,0.0
1471934069.0,286.0,17.647000000000002,0.0,4295.0,16.873,0.0
1471940088.0,287.0,17.711,0.0,4301.0,16.896,0.0
1471946108.0,287.0,17.711,0.0,4310.0,16.932000000000002,0.0
1471952127.0,287.0,17.711,0.0,4314.0,16.947,0.0
1471958148.0,288.0,17.774,0.0,4309.0,16.928,0.0
1471964168.0,288.0,17.774,0.0,4310.0,16.932000000000002,0.0
1471970188.0,288.0,17.774,0.0,4322.0,16.979,0.0
1471976208.0,288.0,17.774,0.0,4325.0,16.99,0.0
1471982228.0,288.0,17.774,0.0,4330.0,17.01,0.0
1471988248.0,289.0,17.837,0.0,4334.0,17.026,0.0
1471994269.0,289.0,17.837,0.0,4333.0,17.022000000000002,0.0
1472000291.0,289.0,17.837,0.0,4339.0,17.045,0.0
1472006311.0,290.0,17.901,0.0,4345.0,17.069000000000003,0.0
1472012331.0,289.0,17.837,0.0,4325.0,16.99,0.0
1472018351.0,290.0,17.901,0.0,4328.0,17.002,0.0
1472024371.0,289.0,17.837,0.0,4315.0,16.951,0.0
1472030391.0,289.0,17.837,0.0,4317.0,16.959,0.0
1472036413.0,289.0,17.837,0.0,4299.0,16.887999999999998,0.0
1472042433.0,289.0,17.837,0.0,4295.0,16.873,0.0
1472048453.0,288.0,17.774,0.0,4295.0,16.873,0.0
1472054473.0,288.0,17.774,0.0,4286.0,16.838,0.0
1472060493.0,289.0,17.837,0.0,4275.0,16.795,0.0
1472066512.0,288.0,17.774,0.0,4269.0,16.771,0.0
1472072532.0,288.0,17.774,0.0,4270.0,16.775,0.0
1472078552.0,288.0,17.774,0.0,4270.0,16.775,0.0
1472084572.0,288.0,17.774,0.0,4271.0,16.779,0.0
1472090592.0,288.0,17.774,0.0,4274.0,16.791,0.0
1472096612.0,288.0,17.774,0.0,4267.0,16.762999999999998,0.0
1472102632.0,289.0,17.837,0.0,4257.0,16.724,0.0
1472108652.0,288.0,17.774,0.0,4249.0,16.692999999999998,0.0
1472114673.0,288.0,17.774,0.0,4252.0,16.704,0.0
1472120693.0,288.0,17.774,0.0,4258.0,16.727999999999998,0.0
1472126713.0,288.0,17.774,0.0,4270.0,16.775,0.0
1472132734.0,289.0,17.837,0.0,4288.0,16.845,0.0
1472138753.0,289.0,17.837,0.0,4308.0,16.924,0.0
1472144773.0,290.0,17.901,0.0,4327.0,16.998,0.0
1472150793.0,292.0,18.028,0.0,4393.0,17.256,0.0
